;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 2013-10-08 21:27:27
;----------------------------------------------

;Address Opcode 	ASM
0x2426	0x6B24      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_size, 1
0x2428	0x6B25      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_size+1, 1
0x242A	0xF002ECAA  	CALL        __Lib_USB_genHID_USB_CB_Handler, 0
0x242E	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Suspend
__Lib_USB_genHID_USB_Stall_Handler:
0x2430	0xA070      	BTFSS       EPSTALL_bit, 0 
0x2432	0xD019      	BRA         L___Lib_USB_genHID_USB_Stall_Handler80
0x2434	0xFFE9C0DB  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, FSR0
0x2438	0xFFEAC0DC  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, FSR0H
0x243C	0xF001CFEE  	MOVFF       POSTINC0, R1
0x2440	0x5001      	MOVF        R1, 0 
0x2442	0x0A80      	XORLW       128
0x2444	0xE10F      	BNZ         L___Lib_USB_genHID_USB_Stall_Handler83
0x2446	0xFFE9C0E0  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR0
0x244A	0xFFEAC0E1  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR0H
0x244E	0xF001CFEE  	MOVFF       POSTINC0, R1
0x2452	0x5001      	MOVF        R1, 0 
0x2454	0x0A84      	XORLW       132
0x2456	0xE106      	BNZ         L___Lib_USB_genHID_USB_Stall_Handler83
L___Lib_USB_genHID_USB_Stall_Handler264:
0x2458	0xFFE1C0DB  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, FSR1
0x245C	0xFFE2C0DC  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, FSR1H
0x2460	0x0E8C      	MOVLW       140
0x2462	0x6EE6      	MOVWF       POSTINC1 
L___Lib_USB_genHID_USB_Stall_Handler83:
0x2464	0x9070      	BCF         UEP0, 0 
L___Lib_USB_genHID_USB_Stall_Handler80:
0x2466	0x0EDF      	MOVLW       223
0x2468	0x1668      	ANDWF       UIR, 1 
0x246A	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Stall_Handler
__Lib_USB_genHID_USB_Clear_Interrupt:
0x246C	0x9AA1      	BCF         USBIF_bit, 5 
0x246E	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Clear_Interrupt
__Lib_USB_genHID_USB_Wake_From_Suspend:
0x2470	0x0E74      	MOVLW       116
0x2472	0x0103      	MOVLB       3
0x2474	0x6F20      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 1
0x2476	0x0E00      	MOVLW       0
0x2478	0x6F21      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 1
0x247A	0x6B22      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_pdata, 1
0x247C	0x6B23      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_pdata+1, 1
0x247E	0x6B24      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_size, 1
0x2480	0x6B25      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_size+1, 1
0x2482	0xF002ECAA  	CALL        __Lib_USB_genHID_USB_CB_Handler, 0
0x2486	0x926D      	BCF         UCON, 1 
0x2488	0x9469      	BCF         ACTVIE_bit, 2 
L___Lib_USB_genHID_USB_Wake_From_Suspend84:
0x248A	0xA468      	BTFSS       ACTVIF_bit, 2 
0x248C	0xD003      	BRA         L___Lib_USB_genHID_USB_Wake_From_Suspend85
0x248E	0x0EFB      	MOVLW       251
0x2490	0x1668      	ANDWF       UIR, 1 
0x2492	0xD7FB      	BRA         L___Lib_USB_genHID_USB_Wake_From_Suspend84
L___Lib_USB_genHID_USB_Wake_From_Suspend85:
0x2494	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Wake_From_Suspend
_ledsActivity:
0x2496	0xF000C19D  	MOVFF       FARG_ledsActivity_led, R0
0x249A	0x3200      	RRCF        R0, 1 
0x249C	0x9E00      	BCF         R0, 7 
0x249E	0x3200      	RRCF        R0, 1 
0x24A0	0x9E00      	BCF         R0, 7 
0x24A2	0x0E01      	MOVLW       1
0x24A4	0x1400      	ANDWF       R0, 0 
0x24A6	0x6E01      	MOVWF       R1 
0x24A8	0xF003C19D  	MOVFF       FARG_ledsActivity_led, R3
0x24AC	0x3203      	RRCF        R3, 1 
0x24AE	0x9E03      	BCF         R3, 7 
0x24B0	0x0E01      	MOVLW       1
0x24B2	0x1603      	ANDWF       R3, 1 
0x24B4	0x0E01      	MOVLW       1
0x24B6	0x0101      	MOVLB       1
0x24B8	0x159D      	ANDWF       FARG_ledsActivity_led, 0, 1
0x24BA	0x6E02      	MOVWF       R2 
0x24BC	0x5001      	MOVF        R1, 0 
0x24BE	0x0A01      	XORLW       1
0x24C0	0xE102      	BNZ         L__ledsActivity12
0x24C2	0x8083      	BSF         PORTD, 0 
0x24C4	0xD002      	BRA         L__ledsActivity13
L__ledsActivity12:
0x24C6	0x0EFE      	MOVLW       254
0x24C8	0x1683      	ANDWF       PORTD, 1 
L__ledsActivity13:
0x24CA	0x5003      	MOVF        R3, 0 
0x24CC	0x0A01      	XORLW       1
0x24CE	0xE102      	BNZ         L__ledsActivity15
0x24D0	0x8283      	BSF         PORTD, 1 
0x24D2	0xD002      	BRA         L__ledsActivity16
L__ledsActivity15:
0x24D4	0x0EFD      	MOVLW       253
0x24D6	0x1683      	ANDWF       PORTD, 1 
L__ledsActivity16:
0x24D8	0x5002      	MOVF        R2, 0 
0x24DA	0x0A01      	XORLW       1
0x24DC	0xE102      	BNZ         L__ledsActivity18
0x24DE	0x8483      	BSF         PORTD, 2 
0x24E0	0xD002      	BRA         L__ledsActivity19
L__ledsActivity18:
0x24E2	0x0EFB      	MOVLW       251
0x24E4	0x1683      	ANDWF       PORTD, 1 
L__ledsActivity19:
0x24E6	0x0012      	RETURN      0
; end of _ledsActivity
_startDisplay:
0x24E8	0x6A40      	CLRF        _menuMode 
0x24EA	0x0100      	MOVLB       0
0x24EC	0x6BAA      	CLRF        _underMenuMode, 1
0x24EE	0x6A41      	CLRF        _carTmpMode 
0x24F0	0x0E00      	MOVLW       0
0x24F2	0x6FBC      	MOVWF       _carMode, 1
0x24F4	0x0EBC      	MOVLW       _carMode
0x24F6	0x0103      	MOVLB       3
0x24F8	0x6F14      	MOVWF       FARG_strcpy_s1, 1
0x24FA	0x0E00      	MOVLW       hi_addr(_carMode)
0x24FC	0x6F15      	MOVWF       FARG_strcpy_s1+1, 1
0x24FE	0x0E30      	MOVLW       48
0x2500	0x0101      	MOVLB       1
0x2502	0x6F9D      	MOVWF       ?LocalText_startDisplay, 1
0x2504	0x6B9E      	CLRF        ?LocalText_startDisplay+1, 1
0x2506	0x0E9D      	MOVLW       ?LocalText_startDisplay
0x2508	0x0103      	MOVLB       3
0x250A	0x6F16      	MOVWF       FARG_strcpy_s2, 1
0x250C	0x0E01      	MOVLW       hi_addr(?LocalText_startDisplay)
0x250E	0x6F17      	MOVWF       FARG_strcpy_s2+1, 1
0x2510	0xF009EC38  	CALL        _strcpy, 0
0x2514	0x0E42      	MOVLW       _newDisp1
0x2516	0x0103      	MOVLB       3
0x2518	0x6F14      	MOVWF       FARG_strcpy_s1, 1
0x251A	0x0E00      	MOVLW       hi_addr(_newDisp1)
0x251C	0x6F15      	MOVWF       FARG_strcpy_s1+1, 1
0x251E	0x0E54      	MOVLW       84
0x2520	0x0101      	MOVLB       1
0x2522	0x6F9D      	MOVWF       ?LocalText_startDisplay, 1
0x2524	0x0E65      	MOVLW       101
0x2526	0x6F9E      	MOVWF       ?LocalText_startDisplay+1, 1
0x2528	0x0E74      	MOVLW       116
0x252A	0x6F9F      	MOVWF       ?LocalText_startDisplay+2, 1
0x252C	0x0E72      	MOVLW       114
0x252E	0x6FA0      	MOVWF       ?LocalText_startDisplay+3, 1
0x2530	0x0E69      	MOVLW       105
0x2532	0x6FA1      	MOVWF       ?LocalText_startDisplay+4, 1
0x2534	0x0E78      	MOVLW       120
0x2536	0x6FA2      	MOVWF       ?LocalText_startDisplay+5, 1
0x2538	0x0E20      	MOVLW       32
0x253A	0x6FA3      	MOVWF       ?LocalText_startDisplay+6, 1
0x253C	0x0E20      	MOVLW       32
0x253E	0x6FA4      	MOVWF       ?LocalText_startDisplay+7, 1
0x2540	0x0E20      	MOVLW       32
0x2542	0x6FA5      	MOVWF       ?LocalText_startDisplay+8, 1
0x2544	0x0E20      	MOVLW       32
0x2546	0x6FA6      	MOVWF       ?LocalText_startDisplay+9, 1
0x2548	0x0E20      	MOVLW       32
0x254A	0x6FA7      	MOVWF       ?LocalText_startDisplay+10, 1
0x254C	0x0E20      	MOVLW       32
0x254E	0x6FA8      	MOVWF       ?LocalText_startDisplay+11, 1
0x2550	0x0E20      	MOVLW       32
0x2552	0x6FA9      	MOVWF       ?LocalText_startDisplay+12, 1
0x2554	0x0E20      	MOVLW       32
0x2556	0x6FAA      	MOVWF       ?LocalText_startDisplay+13, 1
0x2558	0x0E20      	MOVLW       32
0x255A	0x6FAB      	MOVWF       ?LocalText_startDisplay+14, 1
0x255C	0x0E20      	MOVLW       32
0x255E	0x6FAC      	MOVWF       ?LocalText_startDisplay+15, 1
0x2560	0x6BAD      	CLRF        ?LocalText_startDisplay+16, 1
0x2562	0x0E9D      	MOVLW       ?LocalText_startDisplay
0x2564	0x0103      	MOVLB       3
0x2566	0x6F16      	MOVWF       FARG_strcpy_s2, 1
0x2568	0x0E01      	MOVLW       hi_addr(?LocalText_startDisplay)
0x256A	0x6F17      	MOVWF       FARG_strcpy_s2+1, 1
0x256C	0xF009EC38  	CALL        _strcpy, 0
0x2570	0x0EAB      	MOVLW       _newDisp2
0x2572	0x0103      	MOVLB       3
0x2574	0x6F14      	MOVWF       FARG_strcpy_s1, 1
0x2576	0x0E00      	MOVLW       hi_addr(_newDisp2)
0x2578	0x6F15      	MOVWF       FARG_strcpy_s1+1, 1
0x257A	0x0E77      	MOVLW       119
0x257C	0x0101      	MOVLB       1
0x257E	0x6F9D      	MOVWF       ?LocalText_startDisplay, 1
0x2580	0x0E65      	MOVLW       101
0x2582	0x6F9E      	MOVWF       ?LocalText_startDisplay+1, 1
0x2584	0x0E6C      	MOVLW       108
0x2586	0x6F9F      	MOVWF       ?LocalText_startDisplay+2, 1
0x2588	0x0E63      	MOVLW       99
0x258A	0x6FA0      	MOVWF       ?LocalText_startDisplay+3, 1
0x258C	0x0E6F      	MOVLW       111
0x258E	0x6FA1      	MOVWF       ?LocalText_startDisplay+4, 1
0x2590	0x0E6D      	MOVLW       109
0x2592	0x6FA2      	MOVWF       ?LocalText_startDisplay+5, 1
0x2594	0x0E65      	MOVLW       101
0x2596	0x6FA3      	MOVWF       ?LocalText_startDisplay+6, 1
0x2598	0x0E20      	MOVLW       32
0x259A	0x6FA4      	MOVWF       ?LocalText_startDisplay+7, 1
0x259C	0x0E20      	MOVLW       32
0x259E	0x6FA5      	MOVWF       ?LocalText_startDisplay+8, 1
0x25A0	0x0E20      	MOVLW       32
0x25A2	0x6FA6      	MOVWF       ?LocalText_startDisplay+9, 1
0x25A4	0x0E20      	MOVLW       32
0x25A6	0x6FA7      	MOVWF       ?LocalText_startDisplay+10, 1
0x25A8	0x0E20      	MOVLW       32
0x25AA	0x6FA8      	MOVWF       ?LocalText_startDisplay+11, 1
0x25AC	0x0E20      	MOVLW       32
0x25AE	0x6FA9      	MOVWF       ?LocalText_startDisplay+12, 1
0x25B0	0x0E20      	MOVLW       32
0x25B2	0x6FAA      	MOVWF       ?LocalText_startDisplay+13, 1
0x25B4	0x0E20      	MOVLW       32
0x25B6	0x6FAB      	MOVWF       ?LocalText_startDisplay+14, 1
0x25B8	0x0E20      	MOVLW       32
0x25BA	0x6FAC      	MOVWF       ?LocalText_startDisplay+15, 1
0x25BC	0x6BAD      	CLRF        ?LocalText_startDisplay+16, 1
0x25BE	0x0E9D      	MOVLW       ?LocalText_startDisplay
0x25C0	0x0103      	MOVLB       3
0x25C2	0x6F16      	MOVWF       FARG_strcpy_s2, 1
0x25C4	0x0E01      	MOVLW       hi_addr(?LocalText_startDisplay)
0x25C6	0x6F17      	MOVWF       FARG_strcpy_s2+1, 1
0x25C8	0xF009EC38  	CALL        _strcpy, 0
0x25CC	0x0E76      	MOVLW       _oldDisp1
0x25CE	0x0103      	MOVLB       3
0x25D0	0x6F14      	MOVWF       FARG_strcpy_s1, 1
0x25D2	0x0E00      	MOVLW       hi_addr(_oldDisp1)
0x25D4	0x6F15      	MOVWF       FARG_strcpy_s1+1, 1
0x25D6	0x0E42      	MOVLW       _newDisp1
0x25D8	0x6F16      	MOVWF       FARG_strcpy_s2, 1
0x25DA	0x0E00      	MOVLW       hi_addr(_newDisp1)
0x25DC	0x6F17      	MOVWF       FARG_strcpy_s2+1, 1
0x25DE	0xF009EC38  	CALL        _strcpy, 0
0x25E2	0x0E65      	MOVLW       _oldDisp2
0x25E4	0x0103      	MOVLB       3
0x25E6	0x6F14      	MOVWF       FARG_strcpy_s1, 1
0x25E8	0x0E00      	MOVLW       hi_addr(_oldDisp2)
0x25EA	0x6F15      	MOVWF       FARG_strcpy_s1+1, 1
0x25EC	0x0EAB      	MOVLW       _newDisp2
0x25EE	0x6F16      	MOVWF       FARG_strcpy_s2, 1
0x25F0	0x0E00      	MOVLW       hi_addr(_newDisp2)
0x25F2	0x6F17      	MOVWF       FARG_strcpy_s2+1, 1
0x25F4	0xF009EC38  	CALL        _strcpy, 0
0x25F8	0x0E99      	MOVLW       _tmpDisp1
0x25FA	0x0103      	MOVLB       3
0x25FC	0x6F14      	MOVWF       FARG_strcpy_s1, 1
0x25FE	0x0E00      	MOVLW       hi_addr(_tmpDisp1)
0x2600	0x6F15      	MOVWF       FARG_strcpy_s1+1, 1
0x2602	0x0E42      	MOVLW       _newDisp1
0x2604	0x6F16      	MOVWF       FARG_strcpy_s2, 1
0x2606	0x0E00      	MOVLW       hi_addr(_newDisp1)
0x2608	0x6F17      	MOVWF       FARG_strcpy_s2+1, 1
0x260A	0xF009EC38  	CALL        _strcpy, 0
0x260E	0x0EC7      	MOVLW       _tmpDisp2
0x2610	0x0103      	MOVLB       3
0x2612	0x6F14      	MOVWF       FARG_strcpy_s1, 1
0x2614	0x0E00      	MOVLW       hi_addr(_tmpDisp2)
0x2616	0x6F15      	MOVWF       FARG_strcpy_s1+1, 1
0x2618	0x0EAB      	MOVLW       _newDisp2
0x261A	0x6F16      	MOVWF       FARG_strcpy_s2, 1
0x261C	0x0E00      	MOVLW       hi_addr(_newDisp2)
0x261E	0x6F17      	MOVWF       FARG_strcpy_s2+1, 1
0x2620	0xF009EC38  	CALL        _strcpy, 0
0x2624	0xF00CEC8D  	CALL        _Lcd_Init, 0
0x2628	0x0E01      	MOVLW       1
0x262A	0x0103      	MOVLB       3
0x262C	0x6F1A      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x262E	0xF003EC0D  	CALL        _Lcd_Cmd, 0
0x2632	0x0E0C      	MOVLW       12
0x2634	0x0103      	MOVLB       3
0x2636	0x6F1A      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x2638	0xF003EC0D  	CALL        _Lcd_Cmd, 0
0x263C	0x0E01      	MOVLW       1
0x263E	0x0103      	MOVLB       3
0x2640	0x6F14      	MOVWF       FARG_Lcd_Out_row, 1
0x2642	0x0E01      	MOVLW       1
0x2644	0x6F15      	MOVWF       FARG_Lcd_Out_column, 1
0x2646	0x0E42      	MOVLW       _newDisp1
0x2648	0x6F16      	MOVWF       FARG_Lcd_Out_text, 1
0x264A	0x0E00      	MOVLW       hi_addr(_newDisp1)
0x264C	0x6F17      	MOVWF       FARG_Lcd_Out_text+1, 1
0x264E	0xF00BEC66  	CALL        _Lcd_Out, 0
0x2652	0x0E02      	MOVLW       2
0x2654	0x0103      	MOVLB       3
0x2656	0x6F14      	MOVWF       FARG_Lcd_Out_row, 1
0x2658	0x0E01      	MOVLW       1
0x265A	0x6F15      	MOVWF       FARG_Lcd_Out_column, 1
0x265C	0x0EAB      	MOVLW       _newDisp2
0x265E	0x6F16      	MOVWF       FARG_Lcd_Out_text, 1
0x2660	0x0E00      	MOVLW       hi_addr(_newDisp2)
0x2662	0x6F17      	MOVWF       FARG_Lcd_Out_text+1, 1
0x2664	0xF00BEC66  	CALL        _Lcd_Out, 0
0x2668	0x0012      	RETURN      0
; end of _startDisplay
_UART1_Read_Text:
0x266A	0xF1A4C19D  	MOVFF       FARG_UART1_Read_Text_Output, UART1_Read_Text_out_ptr
0x266E	0xF1A5C19E  	MOVFF       FARG_UART1_Read_Text_Output+1, UART1_Read_Text_out_ptr+1
0x2672	0xF1A6C19F  	MOVFF       FARG_UART1_Read_Text_Delimiter, UART1_Read_Text_delim_ptr
0x2676	0xF1A7C1A0  	MOVFF       FARG_UART1_Read_Text_Delimiter+1, UART1_Read_Text_delim_ptr+1
0x267A	0x0101      	MOVLB       1
0x267C	0x6BA2      	CLRF        UART1_Read_Text_delim_idx, 1
L__UART1_Read_Text26:
0x267E	0x51A1      	MOVF        FARG_UART1_Read_Text_Attempts, 0, 1
0x2680	0x0A00      	XORLW       0
0x2682	0xE048      	BZ          L__UART1_Read_Text27
0x2684	0x51A1      	MOVF        FARG_UART1_Read_Text_Attempts, 0, 1
0x2686	0x0AFF      	XORLW       255
0x2688	0xA4D8      	BTFSS       STATUS, 2 
0x268A	0x07A1      	DECF        FARG_UART1_Read_Text_Attempts, 1, 1
L__UART1_Read_Text31:
L__UART1_Read_Text34:
0x268C	0xF00DEC30  	CALL        _UART1_Data_Ready, 0
0x2690	0x5000      	MOVF        R0, 0 
0x2692	0x0A00      	XORLW       0
0x2694	0xE102      	BNZ         L__UART1_Read_Text35
0x2696	0x0000      	NOP
0x2698	0xD7F9      	BRA         L__UART1_Read_Text34
L__UART1_Read_Text35:
0x269A	0xDD44      	RCALL       _UART1_Read
0x269C	0xF1A3C000  	MOVFF       R0, UART1_Read_Text_r_data
0x26A0	0xFFE1C1A4  	MOVFF       UART1_Read_Text_out_ptr, FSR1
0x26A4	0xFFE2C1A5  	MOVFF       UART1_Read_Text_out_ptr+1, FSR1H
0x26A8	0xFFE6C000  	MOVFF       R0, POSTINC1
0x26AC	0x0101      	MOVLB       1
0x26AE	0x4BA4      	INFSNZ      UART1_Read_Text_out_ptr, 1, 1
0x26B0	0x2BA5      	INCF        UART1_Read_Text_out_ptr+1, 1, 1
0x26B2	0xFFE9C1A6  	MOVFF       UART1_Read_Text_delim_ptr, FSR0
0x26B6	0xFFEAC1A7  	MOVFF       UART1_Read_Text_delim_ptr+1, FSR0H
0x26BA	0x50EE      	MOVF        POSTINC0, 0 
0x26BC	0x19A3      	XORWF       UART1_Read_Text_r_data, 0, 1
0x26BE	0xE104      	BNZ         L__UART1_Read_Text39
0x26C0	0x2BA2      	INCF        UART1_Read_Text_delim_idx, 1, 1
0x26C2	0x4BA6      	INFSNZ      UART1_Read_Text_delim_ptr, 1, 1
0x26C4	0x2BA7      	INCF        UART1_Read_Text_delim_ptr+1, 1, 1
0x26C6	0xD00E      	BRA         L__UART1_Read_Text40
L__UART1_Read_Text39:
0x26C8	0xF1A6C19F  	MOVFF       FARG_UART1_Read_Text_Delimiter, UART1_Read_Text_delim_ptr
0x26CC	0xF1A7C1A0  	MOVFF       FARG_UART1_Read_Text_Delimiter+1, UART1_Read_Text_delim_ptr+1
0x26D0	0xFFE9C19F  	MOVFF       FARG_UART1_Read_Text_Delimiter, FSR0
0x26D4	0xFFEAC1A0  	MOVFF       FARG_UART1_Read_Text_Delimiter+1, FSR0H
0x26D8	0x50EE      	MOVF        POSTINC0, 0 
0x26DA	0x19A3      	XORWF       UART1_Read_Text_r_data, 0, 1
0x26DC	0xE103      	BNZ         L__UART1_Read_Text42
0x26DE	0x2BA2      	INCF        UART1_Read_Text_delim_idx, 1, 1
0x26E0	0x4BA6      	INFSNZ      UART1_Read_Text_delim_ptr, 1, 1
0x26E2	0x2BA7      	INCF        UART1_Read_Text_delim_ptr+1, 1, 1
L__UART1_Read_Text42:
L__UART1_Read_Text40:
0x26E4	0xFFE9C1A6  	MOVFF       UART1_Read_Text_delim_ptr, FSR0
0x26E8	0xFFEAC1A7  	MOVFF       UART1_Read_Text_delim_ptr+1, FSR0H
0x26EC	0x50EE      	MOVF        POSTINC0, 0 
0x26EE	0x0A00      	XORLW       0
0x26F0	0xE110      	BNZ         L__UART1_Read_Text45
0x26F2	0x51A2      	MOVF        UART1_Read_Text_delim_idx, 0, 1
0x26F4	0x5DA4      	SUBWF       UART1_Read_Text_out_ptr, 0, 1
0x26F6	0x6E00      	MOVWF       R0 
0x26F8	0x0E00      	MOVLW       0
0x26FA	0x59A5      	SUBWFB      UART1_Read_Text_out_ptr+1, 0, 1
0x26FC	0x6E01      	MOVWF       R1 
0x26FE	0xF1A4C000  	MOVFF       R0, UART1_Read_Text_out_ptr
0x2702	0xF1A5C001  	MOVFF       R1, UART1_Read_Text_out_ptr+1
0x2706	0xFFE1C000  	MOVFF       R0, FSR1
0x270A	0xFFE2C001  	MOVFF       R1, FSR1H
0x270E	0x6AE6      	CLRF        POSTINC1 
0x2710	0xD006      	BRA         L_end__UART1_Read_Text
L__UART1_Read_Text45:
0x2712	0xD7B5      	BRA         L__UART1_Read_Text26
L__UART1_Read_Text27:
0x2714	0xFFE1C19D  	MOVFF       FARG_UART1_Read_Text_Output, FSR1
0x2718	0xFFE2C19E  	MOVFF       FARG_UART1_Read_Text_Output+1, FSR1H
0x271C	0x6AE6      	CLRF        POSTINC1 
L_end__UART1_Read_Text:
0x271E	0x0012      	RETURN      0
; end of _UART1_Read_Text
_HID_Enable:
0x2720	0x0E01      	MOVLW       1
0x2722	0x0101      	MOVLB       1
0x2724	0x6F04      	MOVWF       __Lib_USB_genHID__Is_HID, 1
0x2726	0xF105C19D  	MOVFF       FARG_HID_Enable_readbuff, __Lib_USB_genHID_USB_Read_Buffer
0x272A	0xF106C19E  	MOVFF       FARG_HID_Enable_readbuff+1, __Lib_USB_genHID_USB_Read_Buffer+1
0x272E	0xF102C19F  	MOVFF       FARG_HID_Enable_writebuff, __Lib_USB_genHID_USB_Write_Buffer
0x2732	0xF103C1A0  	MOVFF       FARG_HID_Enable_writebuff+1, __Lib_USB_genHID_USB_Write_Buffer+1
0x2736	0xF00FEC5F  	CALL        __Lib_USB_genHID_USB_Device_Init_Int, 0
0x273A	0x0E01      	MOVLW       1
0x273C	0x6E01      	MOVWF       R1 
0x273E	0x5001      	MOVF        R1, 0 
0x2740	0x0A01      	XORLW       1
0x2742	0xE102      	BNZ         L_HID_Enable251
0x2744	0xF00EECF1  	CALL        __Lib_USB_genHID_USB_Attach_Device, 0
L_HID_Enable251:
0x2748	0x0012      	RETURN      0
; end of _HID_Enable
_UART1_Write_Text:
0x274A	0x0101      	MOVLB       1
0x274C	0x6B9F      	CLRF        UART1_Write_Text_counter, 1
0x274E	0xFFE9C19D  	MOVFF       FARG_UART1_Write_Text_uart_text, FSR0
0x2752	0xFFEAC19E  	MOVFF       FARG_UART1_Write_Text_uart_text+1, FSR0H
0x2756	0xF1A0CFEE  	MOVFF       POSTINC0, UART1_Write_Text_data_
L__UART1_Write_Text20:
0x275A	0x51A0      	MOVF        UART1_Write_Text_data_, 0, 1
0x275C	0x0A00      	XORLW       0
0x275E	0xE00F      	BZ          L__UART1_Write_Text21
0x2760	0xF302C1A0  	MOVFF       UART1_Write_Text_data_, FARG_UART1_Write_data_
0x2764	0xF00FEC58  	CALL        _UART1_Write, 0
0x2768	0x0101      	MOVLB       1
0x276A	0x2B9F      	INCF        UART1_Write_Text_counter, 1, 1
0x276C	0x519F      	MOVF        UART1_Write_Text_counter, 0, 1
0x276E	0x259D      	ADDWF       FARG_UART1_Write_Text_uart_text, 0, 1
0x2770	0x6EE9      	MOVWF       FSR0 
0x2772	0x0E00      	MOVLW       0
0x2774	0x219E      	ADDWFC      FARG_UART1_Write_Text_uart_text+1, 0, 1
0x2776	0x6EEA      	MOVWF       FSR0H 
0x2778	0xF1A0CFEE  	MOVFF       POSTINC0, UART1_Write_Text_data_
0x277C	0xD7EE      	BRA         L__UART1_Write_Text20
L__UART1_Write_Text21:
0x277E	0x0012      	RETURN      0
; end of _UART1_Write_Text
_readIR:
0x2780	0x0103      	MOVLB       3
0x2782	0x6B02      	CLRF        FARG_ADC_Read_channel, 1
0x2784	0xDCDA      	RCALL       _ADC_Read
0x2786	0xF19DC000  	MOVFF       R0, readIR_analogRead0
0x278A	0xF19EC001  	MOVFF       R1, readIR_analogRead0+1
0x278E	0x0E01      	MOVLW       1
0x2790	0x6F02      	MOVWF       FARG_ADC_Read_channel, 1
0x2792	0xDCD3      	RCALL       _ADC_Read
0x2794	0xF19FC000  	MOVFF       R0, readIR_analogRead1
0x2798	0xF1A0C001  	MOVFF       R1, readIR_analogRead1+1
0x279C	0xF302C19D  	MOVFF       readIR_analogRead0, FARG_WordToStr_input
0x27A0	0xF303C19E  	MOVFF       readIR_analogRead0+1, FARG_WordToStr_input+1
0x27A4	0x0E35      	MOVLW       _strIr1
0x27A6	0x6F04      	MOVWF       FARG_WordToStr_output, 1
0x27A8	0x0E00      	MOVLW       hi_addr(_strIr1)
0x27AA	0x6F05      	MOVWF       FARG_WordToStr_output+1, 1
0x27AC	0xF00DEC60  	CALL        _WordToStr, 0
0x27B0	0x0E35      	MOVLW       _strIr1
0x27B2	0x6F02      	MOVWF       FARG_delSpaces_source, 1
0x27B4	0x0E00      	MOVLW       hi_addr(_strIr1)
0x27B6	0x6F03      	MOVWF       FARG_delSpaces_source+1, 1
0x27B8	0x0E0A      	MOVLW       10
0x27BA	0x6F04      	MOVWF       FARG_delSpaces_size, 1
0x27BC	0x0EA1      	MOVLW       FLOC__readIR
0x27BE	0x6E00      	MOVWF       R0 
0x27C0	0x0E01      	MOVLW       hi_addr(FLOC__readIR)
0x27C2	0x6E01      	MOVWF       R1 
0x27C4	0xF00CECF0  	CALL        _delSpaces, 0
0x27C8	0x0E35      	MOVLW       _strIr1
0x27CA	0x6EE1      	MOVWF       FSR1 
0x27CC	0x0E00      	MOVLW       hi_addr(_strIr1)
0x27CE	0x6EE2      	MOVWF       FSR1H 
0x27D0	0x0EA1      	MOVLW       FLOC__readIR
0x27D2	0x6ED9      	MOVWF       FSR2 
0x27D4	0x0E01      	MOVLW       hi_addr(FLOC__readIR)
0x27D6	0x6EDA      	MOVWF       FSR2H 
0x27D8	0xF00BEC08  	CALL        ___CS2S, 0
0x27DC	0x6AE6      	CLRF        POSTINC1 
0x27DE	0xF302C19F  	MOVFF       readIR_analogRead1, FARG_WordToStr_input
0x27E2	0xF303C1A0  	MOVFF       readIR_analogRead1+1, FARG_WordToStr_input+1
0x27E6	0x0E2A      	MOVLW       _strIr2
0x27E8	0x6F04      	MOVWF       FARG_WordToStr_output, 1
0x27EA	0x0E00      	MOVLW       hi_addr(_strIr2)
0x27EC	0x6F05      	MOVWF       FARG_WordToStr_output+1, 1
0x27EE	0xF00DEC60  	CALL        _WordToStr, 0
0x27F2	0x0E2A      	MOVLW       _strIr2
0x27F4	0x6F02      	MOVWF       FARG_delSpaces_source, 1
0x27F6	0x0E00      	MOVLW       hi_addr(_strIr2)
0x27F8	0x6F03      	MOVWF       FARG_delSpaces_source+1, 1
0x27FA	0x0E0A      	MOVLW       10
0x27FC	0x6F04      	MOVWF       FARG_delSpaces_size, 1
0x27FE	0x0EA1      	MOVLW       FLOC__readIR
0x2800	0x6E00      	MOVWF       R0 
